adver_number,brand,class_,variant_,km,engine_capacity_cc,fuel,gear,adver_date,year,city,price_tl,variant,title,city_
#4570801,Mercedes,C-Class,C 180,38000,1301-1600 cc,Petrol,Automatic,24/01/2021,2017,Istanbul,564000,C 180 AMG 9G-Tronic,HANCAR MOTORS - İÇİ KIRMIZI -BURMESTER-NAVİGASYON-9 İLERİ-HAFIZA Mercedes - Benz C Serisi C 180 AMG 9G-Tronic,Istanbul
#1049678,Mercedes,C-Class,C 180,32000,1301-1600 cc,Petrol,Automatic,24/01/2021,2011,Istanbul,276500,C 180 Komp. BlueEfficiency AMG,2011 C180 KOMPRESSOR AMG PANAROMK CRUİSE KATLNR AYNA 32.000 KM Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency AMG,Istanbul
#3753212,Mercedes,C-Class,C 180,105000,1601-1800 cc,Petrol,Semi-Automatic,06/01/2021,2011,Istanbul,290000,C 180 BlueEfficiency Avantgarde,ŞAHBAZ AUTO 2011 HATASIZ BOYASIZ MERCEDES BENZ C180 1.8 7-İLERİ Mercedes - Benz C Serisi C 180 BlueEfficiency Avantgarde,Istanbul
#2527376,Mercedes,C-Class,Other,5000,1301-1600 cc,Diesel,Automatic,06/01/2021,2020,Other,520000,Other,2020 MERCEDES C 200 d COMFORT 9-G SUNROOF LED Bİ-XENON GERİGÖRÜŞ Mercedes - Benz C Serisi C 200 D Comfort,Kilis
#4737093,Mercedes,C-Class,Other,107000,1301-1600 cc,Diesel,Automatic,06/01/2021,2017,Istanbul,434000,Other,-- BOYASIZ -- Mercedes C - 200 d BlueTEC AMG Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#1387770,Mercedes,C-Class,C 180,65000,1301-1600 cc,Petrol,Semi-Automatic,06/01/2021,2016,Other,528000,C 180 AMG 7G-Tronic,HANCAR MOTORS -İÇİ BEJ-RECARO-HAFIZA-ŞERİT-ELK DİREKSYON-HATASIZ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Amasya
#4456216,Mercedes,C-Class,Other,68000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Istanbul,452000,Other,ROCCO MOTORS HATASIZ 2016 C200d AMG 68000 KM DE TERTEMİZ İMZALI Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#3367663,Mercedes,C-Class,Other,78000,1301-1600 cc,Diesel,Automatic,06/01/2021,2017,Other,449750,Other,OTOSHOW 2 ELDEN 2017 MERCEDES BENZ C200d AMG BOYASIZ İMZALI SERİ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Ankara
#4598880,Mercedes,C-Class,C 180,30000,1301-1600 cc,Petrol,Semi-Automatic,06/01/2021,2016,Istanbul,449900,C 180 Exclusive,2016 30 BİNDE MERCEDES C180 EXCLUSİVE CAMTAVAN K.ISITMA BOYASIZ Mercedes - Benz C Serisi C 180 Exclusive,Istanbul
#3522589,Mercedes,C-Class,Other,42000,1301-1600 cc,Petrol,Automatic,06/01/2021,2018,Istanbul,455900,Other,2018 C180 CAMTAVAN G.GRŞ SAĞSL HAFZA K.ISITMA NAVİ BOYASIZ Mercedes - Benz C Serisi C 180 Fascination,Istanbul
#2303464,Mercedes,C-Class,Other,340000,2501-3000 cc,Petrol,Semi-Automatic,06/01/2021,2001,Istanbul,119900,Other,KARAELMAS AUTODAN C240 OTOMATİK SUNROOF DERİ KOLTUK ISITMA Mercedes - Benz C Serisi C 240 Elegance,Istanbul
#2266017,Mercedes,C-Class,C 200,203000,1801-2000 cc,Petrol,Automatic,06/01/2021,1997,Other,117000,C 200 Komp. Elegance,1997 MERCEDES C200 KOMPRESSOR ELEGANCE -OTOMATİK-EMSALSİZ-BAYİİ- Mercedes - Benz C Serisi C 200 Komp. Elegance,Kilis
#1562432,Mercedes,C-Class,C 180,197000,1601-1800 cc,Petrol,Automatic,06/01/2021,2008,Other,167500,C 180 Komp. Elegance,2008 MODEL - C 180 KOMPRESOR - ELEGANCE - BENZİNLİ - OTOMATİK MERCEDES - BENZ C SERISI C 180 KOMP. ELEGANCE,Ankara
#3331564,Mercedes,C-Class,C 200,132000,1301-1600 cc,Diesel,Automatic,08/01/2021,2017,Other,423500,C 200 BlueTEC AMG,ALJ BAYİSİNDEN ANINDA KREDİ 2017 MERCEDES-BENZ C200D BLUETEC AMG,Izmir
#1365985,Mercedes,C-Class,C 180,119000,1301-1600 cc,Petrol,Semi-Automatic,11/01/2021,2013,Istanbul,289900,C 180 BlueEfficiency AMG,CARETTA DAN CAM TAVAN DERI ISITMA C 180 AMG 7G-TRONIC 156 PS MERCEDES - BENZ C SERISI C 180 BLUEEFFICIENCY AMG,Istanbul
#4322066,Mercedes,C-Class,Other,38000,1301-1600 cc,Diesel,Automatic,11/01/2021,2016,Istanbul,439900,Other,CARETTA DAN 2016 SADECE 38BIN KM DE TOUCHPAD PANORAMIK C200D AMG MERCEDES - BENZ C SERISI C 200 D BLUETEC AMG,Istanbul
#2002791,Mercedes,C-Class,B 180,12000,1301-1600 cc,Diesel,Automatic,11/01/2021,2016,Istanbul,445000,200 BlueEfficiency Avantgarde,İLK SAHIBINDEN 12.850 KM DE MERCEDES,Istanbul
#4601861,Mercedes,C-Class,Other,106000,1301-1600 cc,Diesel,Automatic,12/01/2021,2017,Istanbul,348750,Other,OTOPİYASA DAN 2017 MERCEDES-BENZ C200 D COMFORT SUNROOF MERCEDES - BENZ C SERISI C 200 D BLUETEC COMFORT,Istanbul
#1817669,Mercedes,C-Class,C 200,338000,1801-2000 cc,Petrol,Semi-Automatic,06/01/2021,2001,Istanbul,140000,C 200 Komp. Elegance,ÇANKARA DAN 2001 C200 ELEGANCE OTOMATİK ÇİFT HAFIZA SUNROOF BEJ Mercedes - Benz C Serisi C 200 Komp. Elegance,Istanbul
#3276023,Mercedes,C-Class,Other,175000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Other,399000,Other,DOĞANPINAR 2016 MERCEDES BENZ C200 D EXCLUSIVE CAM TAVAN KAMERA Mercedes - Benz C Serisi C 200 d BlueTEC Exclusive,Konya
#481042,Mercedes,C-Class,Other,127000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Other,410000,Other,YAŞAR DAN 2016 C200D AMG CAM TAVAN NAVİGASYON BOYASIZ HATASIZ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Gaziantep
#2715812,Mercedes,C-Class,C 180,85000,1301-1600 cc,Petrol,Semi-Automatic,06/01/2021,2010,Other,199750,C 180 Komp. BlueEfficiency Fascination,2010 MERCEDES C180 1.6 FASCİNATİON 156 HP 85.000 KM Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Fascination,Gaziantep
#3422811,Mercedes,C-Class,C 180,140000,1301-1600 cc,Petrol,Automatic,06/01/2021,2013,Istanbul,299000,C 180 AMG 7G-Tronic,2013 C180 AMG HATASIZ BOYASIZ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#1692145,Mercedes,C-Class,Other,152000,1301-1600 cc,Diesel,Automatic,06/01/2021,2015,Other,379750,Other,C200 D BlueTEC CAM TAVAN A.KAMERA AMG GÖRÜNÜM NAGİVASYONLU ARAÇ Mercedes - Benz C Serisi C 200 d BlueTEC Style,Ankara
#3809063,Mercedes,C-Class,C 180,98000,1301-1600 cc,Petrol,Semi-Automatic,06/01/2021,2014,Other,369000,C 180 Exclusive,POLAT TAN 2014 MODEL MERCEDES C180 EXCLUSİVE İMZA SERİSİ FULL Mercedes - Benz C Serisi C 180 Exclusive,Gaziantep
#521998,Mercedes,C-Class,Other,283000,1300 cc and lower,Petrol,Manual,06/01/2021,1998,Istanbul,95000,Other,MERCEDES BENZ C180 CLASSİC Mercedes - Benz C Serisi C 180 Classic,Istanbul
#2901876,Mercedes,C-Class,Other,195000,1301-1600 cc,Diesel,Automatic,06/01/2021,2015,Other,350500,Other,DAK AUTO DAN Mercedes Benz C 200 d BlueTEC AMG Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Konya
#1245585,Mercedes,C-Class,Other,45000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Istanbul,398500,Other,KUZENLER HONDA DAN 2016 C 200 D AVANTGARDE 45.000 KM BOYASIZ Mercedes - Benz C Serisi C 200 d BlueTEC Avantgarde,Istanbul
#1085724,Mercedes,C-Class,C 180,146000,1301-1600 cc,Petrol,Semi-Automatic,06/01/2021,2016,Istanbul,329000,C 180 Style,2016 MERCEDES C180 STYLE HATASIZ Mercedes - Benz C Serisi C 180 Style,Istanbul
#4650941,Mercedes,C-Class,C 180,121000,1301-1600 cc,Petrol,Semi-Automatic,06/01/2021,2014,Other,365000,C 180 Exclusive,2014 MERCEDES-BENZ C180 EXCLUSIVE Mercedes - Benz C Serisi C 180 Exclusive,Konya
#3225820,Mercedes,C-Class,Other,79000,1301-1600 cc,Diesel,Automatic,06/01/2021,2018,Other,505000,Other,EFKA GRUP tan 2018 C 200 d BlueTEC AMG 7G-Tronic HATASIZ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Konya
#3963205,Mercedes,C-Class,Other,69000,1301-1600 cc,Diesel,Automatic,06/01/2021,2017,Istanbul,375000,Other,-BAYRAM AUTO-2017 MERCEDES-BENZ C200d COMFORT SUNRROF-DERİ-XENON Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#4329707,Mercedes,C-Class,Other,120000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Istanbul,430000,Other,2016 Mercedes-Benz C200d AMG BOYASIZ ANALOG SAAT AHŞAP Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#3158981,Mercedes,C-Class,C 180,445000,1300 cc and lower,Petrol,Manual,06/01/2021,1994,Other,50000,C 180 Elegance,ÖZGÜR OTOMOTİV 94 MODEL C 180 LPG Lİ SANRUFLU Mercedes - Benz C Serisi C 180 Elegance,Adana
#4549305,Mercedes,C-Class,C 180,168000,1301-1600 cc,Petrol,Semi-Automatic,27/12/2020,2011,Other,228000,C 180 Komp. BlueEfficiency Avantgarde,2011 MERCEDES C 180..AVANGARDE..SUNROOF..HATASIZ..XENON..SİYAH.. Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Avantgarde,Gaziantep
#1387351,Mercedes,C-Class,Other,175000,1300 cc and lower,Petrol,Automatic,30/12/2020,2014,Other,335000,Other,YENİ KASA 2014 MODEL MERCEDES C-180 FASCİNATİON CAM TAVAN Mercedes - Benz C Serisi C 180 Fascination,Denizli
#695356,Mercedes,C-Class,C 180,121000,1301-1600 cc,Petrol,Automatic,31/12/2020,2010,Other,245000,C 180 Komp. BlueEfficiency AMG,YAŞAM OTOMOTİVDEN EMSALSİZ C.180 Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency AMG,Mersin
#503922,Mercedes,C-Class,Other,238000,1301-1600 cc,Petrol,Automatic,04/01/2021,2010,Other,235000,180 Komp. Fascination,İTİMAT OTOMOTİVDEN SATILIK 2010 MODEL MERCEDES C180 KOMPRESSOR FASCİNATİON,Adıyaman
#924432,Mercedes,C-Class,A 180,116000,1301-1600 cc,Petrol,Automatic,04/01/2021,2012,Other,269000,180-AMG 7G Tronic,2012 MODEL HATASIZ BOYASIZ KAZASIZ C 180 AMG 7 İLERİ 1 6 MOTOR,Mersin
#1008635,Mercedes,C-Class,C 200,232000,2001-2500 cc,Diesel,Automatic,05/01/2021,2009,Other,210000,220 CDI Avantgarde,2010 ÇIKIŞLI MERCEDES C220 CDI AVANTGARTE ÇİFT CAM TAVAN,Antalya
#2881132,Mercedes,C-Class,B 180,124000,1301-1600 cc,Diesel,Automatic,05/01/2021,2015,Other,384000,200 BlueTEC AMG,2015 AMG MERCEDES,Şanlıurfa
#2333649,Mercedes,C-Class,Other,92000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Other,423500,Other,GARAGE 2016 MERCEDES BENZ C200 D EXCLUSIVE CAM TAVAN KAMERA Mercedes - Benz C Serisi C 200 d BlueTEC Exclusive,Hatay
#2645637,Mercedes,C-Class,Other,89000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Istanbul,438500,Other,2016 C 200d AMG PANORAMİK G.GÖRÜŞ ISITMA F1 CRUISE TOUCHPAD Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#180856,Mercedes,C-Class,C 180,24000,1301-1600 cc,Petrol,Automatic,06/01/2021,2017,Istanbul,485000,C 180 AMG 9G-Tronic,2017 MERCEDES C180 AMG 9G C63 BODYKİT -TRAMERSİZ-24.000KM- Mercedes - Benz C Serisi C 180 AMG 9G-Tronic,Istanbul
#3909969,Mercedes,C-Class,Other,135000,1301-1600 cc,Diesel,Automatic,06/01/2021,2015,Other,355000,Other,DUMLU MOTORS BURMESTER YENİ NESİL DİREKSİYON TOUHC PAD CAM TAVAN Mercedes - Benz C Serisi C 200 d BlueTEC Avantgarde,Ankara
#4684477,Mercedes,C-Class,C 200,236000,1601-1800 cc,Petrol,Semi-Automatic,06/01/2021,2012,Istanbul,255000,C 200 Avantgarde,BADEM OTOMOTİV DEN C 200-7G-Tronic ÇOK TEMİZ Mercedes - Benz C Serisi C 200 Avantgarde,Istanbul
#807750,Mercedes,C-Class,Other,130000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Other,379000,Other,VİP AUTO FIRSAT ARAÇ 2016 İMZALI SERİ HATASIZ F1 JOYİSTİK Mercedes - Benz C Serisi C 200 D Comfort,Siirt
#1429492,Mercedes,C-Class,C 180,325000,1300 cc and lower,Petrol,Automatic,06/01/2021,1995,Istanbul,99000,C 180 Elegance,İSKİTLER OTOdan BİRİNCİ SINIF C 180 Mercedes - Benz C Serisi C 180 Elegance,Istanbul
#3601085,Mercedes,C-Class,Other,95000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Other,437500,Other,AKL MOTORS dan imzali 2016 MODEL HATASIZ Head-up display Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Ankara
#4148842,Mercedes,C-Class,Other,159000,1301-1600 cc,Diesel,Automatic,06/01/2021,2015,Other,385000,Other,BETSYKA GARAGE-2015 MERCEDES C200 d BLueTEC Exclusive CAMTAVAN Mercedes - Benz C Serisi C 200 d BlueTEC Exclusive,Konya
#1688334,Mercedes,C-Class,Other,48000,1301-1600 cc,Diesel,Automatic,27/12/2020,2016,Istanbul,407000,Other,2016 C 200 d BlueTEC Comfort 7G-Tronic 48.000 BOYASIZ DEĞİŞENSİZ Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#362565,Mercedes,C-Class,Other,130000,1301-1600 cc,Diesel,Automatic,27/12/2020,2015,Istanbul,369900,Other,2015 MODEL C200d AMG GÖRÜNÜMLÜ HATASIZ BOYASIZ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#368181,Mercedes,C-Class,C 180,79000,1301-1600 cc,Petrol,Automatic,27/12/2020,2016,Other,417750,C 180 AMG 7G-Tronic,MERCEDES C180 AMG PAKET 2016 BOYASIZ HATASIZ KAYITSIZ -ERAD AUTO Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Trabzon
#950274,Mercedes,C-Class,Other,56000,1301-1600 cc,Diesel,Automatic,27/12/2020,2017,Istanbul,487000,Other,Özsağlam dan 2017 Mercedes C200 AMG 56binde Boyasız Extralı Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#1935026,Mercedes,C-Class,Other,92000,1301-1600 cc,Diesel,Automatic,27/12/2020,2018,Other,486000,Other,Özsağlam dan 2018 Mercedes C200d AMG Boyasız 92binde Beyaz Ful Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Konya
#2404196,Mercedes,C-Class,C 180,103000,1301-1600 cc,Petrol,Semi-Automatic,27/12/2020,2013,Other,276900,C 180 BlueEfficiency Avantgarde,DACAR dan 2013 MERCEDES C180 AVANTGARDE 103.000KM FULL Mercedes - Benz C Serisi C 180 BlueEfficiency Avantgarde,Konya
#1594086,Mercedes,C-Class,C 180,194000,1601-1800 cc,Petrol,Semi-Automatic,27/12/2020,2011,Istanbul,213900,C 180 BlueEfficiency Avantgarde,DACAR dan 2011 C180 AVANTGARDE 1.8 7G-TRONİC MAKYAJLI KASA Mercedes - Benz C Serisi C 180 BlueEfficiency Avantgarde,Istanbul
#4030208,Mercedes,C-Class,Other,72000,1301-1600 cc,Diesel,Automatic,27/12/2020,2017,Istanbul,419000,Other,PALA OTO 2017 COMFORT - SUNROOF - G.GÖRÜŞ - 72.000 KM - BAYİ Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#749577,Mercedes,C-Class,Other,35000,1301-1600 cc,Diesel,Automatic,27/12/2020,2017,Istanbul,402000,Other,PALA OTO 2017 COMFORT - SUNROOF - G.GÖRÜŞ - 35.000 KM - BAYİ Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#3109158,Mercedes,C-Class,C 200,339000,1801-2000 cc,Petrol,Semi-Automatic,27/12/2020,2000,Istanbul,102500,C 200 Komp. Elegance,Mercedes benz C200 komp Elegance Mercedes - Benz C Serisi C 200 Komp. Elegance,Istanbul
#3596133,Mercedes,C-Class,C 180,140000,1301-1600 cc,Petrol,Automatic,27/12/2020,2010,Istanbul,209750,C 180 Komp. BlueEfficiency AMG,2010 MERCEDES C180 KOMP. AMG 140.000 KM CAM TAVANLI BAKIMLAR YNİ Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency AMG,Istanbul
#248004,Mercedes,C-Class,C 180,75000,1301-1600 cc,Petrol,Automatic,27/12/2020,2010,Other,229000,C 180 Komp. BlueEfficiency AMG,2010 MODEL 75000 BİNDE EN FUL PAKET CAM TAVAN AMG HTSZ Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency AMG,Ankara
#2900150,Mercedes,C-Class,C 180,221000,1601-1800 cc,Petrol,Automatic,27/12/2020,2011,Other,229750,C 180 BlueEfficiency AMG,AMG-MAKYAJLI KASA-CAM TAVAN-1.8-7 İLERİ-HATASIZ... MERCEDES - BENZ C SERISI C 180 BLUEEFFICIENCY AMG,Kocaeli
#2035280,Mercedes,C-Class,C 180,38000,1301-1600 cc,Petrol,Automatic,27/12/2020,2017,Other,574000,C 180 AMG 9G-Tronic,HANCAR MOTORS - İÇİ KIRMIZI -BURMESTER-NAVİGASYON-9 İLERİ-HAFIZA Mercedes - Benz C Serisi C 180 AMG 9G-Tronic,Izmir
#2831595,Mercedes,C-Class,Other,298000,2001-2500 cc,Diesel,Automatic,27/12/2020,2008,Istanbul,203500,Other,MEŞE MOTORS HATASIZ BOYASIZ TRAMERSİZ C220 CDİ AMG PAKET Mercedes - Benz C Serisi C 220 CDI AMG,Istanbul
#3293358,Mercedes,C-Class,Other,58000,1301-1600 cc,Diesel,Automatic,27/12/2020,2016,Istanbul,436500,Other,AUTO SHOW MERCEDES C 200 DİZEL EXCLUSİVE FULL 58 BİNDE 18 KDV Lİ Mercedes - Benz C Serisi C 200 d BlueTEC Exclusive,Istanbul
#2204518,Mercedes,C-Class,C 180,109000,1301-1600 cc,Petrol,Semi-Automatic,27/12/2020,2016,Istanbul,505000,C 180 AMG 7G-Tronic,KARAKILIÇ OTOMOTİV 2016 MODEL MERCEDES BENZ C180 COUPE AMG Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#240150,Mercedes,C-Class,C 180,203000,1301-1600 cc,Petrol,Semi-Automatic,27/12/2020,2011,Other,238000,C 180 Komp. BlueEfficiency Fascination,BOYASIZ 2011 MERCEDES C180 KAPALI GARAJ ARACI Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Fascination,Giresun
#3131414,Mercedes,C-Class,Other,115000,1301-1600 cc,Diesel,Automatic,27/12/2020,2016,Other,351500,Other,2016 MERCEDES C 200 BLUETECH STYLE Mercedes - Benz C Serisi C 200 d BlueTEC Style,Şanlıurfa
#446483,Mercedes,C-Class,Other,51000,1301-1600 cc,Diesel,Automatic,27/12/2020,2017,Istanbul,429000,Other,SALİH 2017 C200 D COMFORT BEYAZ-HATASIZ-SADECE 51.000KMDE- Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Istanbul
#982519,Mercedes,C-Class,Other,87000,1301-1600 cc,Diesel,Automatic,27/12/2020,2016,Other,455000,Other,2016 C200 DİZEL 87.000 KM CAM TAVAN Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Ankara
#2428684,Mercedes,C-Class,C 180,113000,1301-1600 cc,Petrol,Semi-Automatic,27/12/2020,2012,Other,285950,C 180 BlueEfficiency AMG,TAKSİM MOTORS-2012 MERCEDES C180 AMG COUPE CAM TAVANLI 113.800KM Mercedes - Benz C Serisi C 180 BlueEfficiency AMG,Mersin
#1440372,Mercedes,C-Class,C 200,372000,1300 cc and lower,Petrol,Automatic,27/12/2020,1994,Istanbul,77500,C 200 Elegance,BAZAAR AUTODAN MERCEDES C200 ELEGANCE SANROUF OTOMATİK Mercedes - Benz C Serisi C 200 Elegance,Istanbul
#2813381,Mercedes,C-Class,Other,80000,1301-1600 cc,Diesel,Automatic,27/12/2020,2016,Other,470000,Other,Mercedes C200D AMG imza seri Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Kayseri
#1082408,Mercedes,C-Class,Other,147000,1301-1600 cc,Diesel,Automatic,27/12/2020,2015,Istanbul,409000,Other,KOÇFİNANS TAN KREDİLİ 2015 C-200D OTOMATİK CAM TAVAN İMZALI SERİ Mercedes - Benz C Serisi C 200 d BlueTEC Fascination,Istanbul
#3250268,Mercedes,C-Class,Other,45000,1301-1600 cc,Diesel,Automatic,27/12/2020,2016,Istanbul,397500,Other,KUZENLER HONDA DAN 2016 C 200 D AVANTGARDE 45.000 KM BOYASIZ Mercedes - Benz C Serisi C 200 d BlueTEC Avantgarde,Istanbul
#4192351,Mercedes,C-Class,C 220,272000,2001-2500 cc,Diesel,Automatic,27/12/2020,2008,Istanbul,168000,C 220 CDI Avantgarde,2008 MERCEDES AVANGARD CAM TAVANLI HATASIZ BAKIMLI ÇOK TEMİZ Mercedes - Benz C Serisi C 220 CDI Avantgarde,Istanbul
#3315124,Mercedes,C-Class,C 180,99000,1301-1600 cc,Petrol,Automatic,27/12/2020,2016,Other,418500,C 180 AMG 7G-Tronic,2016 MERCEDES C 180 AMG 1.600 cc 156 BG 7G-TRONİC SÜMBÜL KIRMIZI Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Adana
#4735098,Mercedes,C-Class,Other,152000,1301-1600 cc,Diesel,Automatic,27/12/2020,2016,Istanbul,459000,Other,MAVİ NOKTA 2016 MERCEDES C200d ÖZEL SİPARİŞ BURNMASTER HATASIZ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#3889090,Mercedes,C-Class,C 180,60000,1301-1600 cc,Petrol,Automatic,27/12/2020,2018,Other,485000,C 180 AMG 9G-Tronic,Bereket Oto dan Kusursuz bakımlı C 180 AMG 9G-Tronic Mercedes - Benz C Serisi C 180 AMG 9G-Tronic,Kocaeli
#2899038,Mercedes,C-Class,Other,260000,1801-2000 cc,Petrol,Semi-Automatic,27/12/2020,2001,Istanbul,105000,Other,C200 KOMPRESOR COUP Mercedes - Benz C Serisi C 200 Komp. Sportcoupe,Istanbul
#2267924,Mercedes,C-Class,Other,112000,1301-1600 cc,Diesel,Automatic,27/12/2020,2016,Other,364000,Other,-BAYRAM AUTO-2016 C 200d COMFORT SUNRROF-DERİ-XENON-GERİ GÖRÜŞ.. Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Balıkesir
#2689541,Mercedes,C-Class,Other,140000,1301-1600 cc,Diesel,Automatic,27/12/2020,2017,Istanbul,389000,Other,ÇETİNKAYA AUTODANC200-D AVANTGARDE 7G İMZALI SERİ CAM TAVAN.... Mercedes - Benz C Serisi C 200 d BlueTEC Avantgarde,Istanbul
#1306964,Mercedes,C-Class,Other,19000,1301-1600 cc,Diesel,Automatic,27/12/2020,2018,Istanbul,510000,Other,TAŞİN OTOMOTİV DEN TEMİZ EXCLUSİVE Mercedes - Benz C Serisi C 200 d BlueTEC Exclusive,Istanbul
#4099108,Mercedes,C-Class,Other,65000,1301-1600 cc,Diesel,Automatic,27/12/2020,2017,Other,389950,Other,65BİNDE C 200 d BlueTEC YETKİLİ SERVİS BAKIMLI İLK KULLANICIDAN Mercedes - Benz C Serisi C 200 d BlueTEC Comfort,Mardin
#695041,Mercedes,C-Class,Other,138000,1301-1600 cc,Diesel,Automatic,27/12/2020,2016,Istanbul,348900,Other,SIFIR HATA 2016 C 200d BlueTEC 7-G TRONİC EdBLUE TOUCH PAD Mercedes - Benz C Serisi C 200 d BlueTEC Style,Istanbul
#3377922,Mercedes,C-Class,C 180,99000,1301-1600 cc,Petrol,Semi-Automatic,27/12/2020,2012,Istanbul,297750,C 180 BlueEfficiency Avantgarde,OTOSHOW 2 ELDEN 2012 MERCEDES C 180 7 TRONİC AVANTGARDE BOYASIZ Mercedes - Benz C Serisi C 180 BlueEfficiency Avantgarde,Istanbul
#849845,Mercedes,C-Class,C 180,37000,1301-1600 cc,Petrol,Automatic,27/12/2020,2017,Istanbul,455900,C 180 Exclusive,2017 37 BİNDE MERCEDES C180 EXCLUSİVE CAMTAVAN K.ISITMA BOYASIZ Mercedes - Benz C Serisi C 180 Exclusive,Istanbul
#1276503,Mercedes,C-Class,Other,22000,1301-1600 cc,Diesel,Automatic,06/01/2021,2018,Istanbul,515000,Other,KAZASIZ BOYASIZ DEĞİŞENSİZ GARANTİLİ C200D COMFORT Mercedes - Benz C Serisi C 200 D Comfort,Istanbul
#4019132,Mercedes,C-Class,C 180,148000,1301-1600 cc,Petrol,Automatic,06/01/2021,2013,Istanbul,286500,C 180 AMG 7G-Tronic,DİVERSO AUTO DAN 2013 C 180 AMG CAM TAVANLI BAKIMLI TERTEMİZ Mercedes - Benz C Serisi C 180 AMG 7G-Tronic,Istanbul
#751826,Mercedes,C-Class,Other,130000,1301-1600 cc,Diesel,Automatic,06/01/2021,2017,Other,478000,Other,HAS AUTO DAN C 200 d BlueTEC Exclusıve full Mercedes - Benz C Serisi C 200 d BlueTEC Exclusive,Izmir
#4407498,Mercedes,C-Class,Other,126000,1301-1600 cc,Diesel,Automatic,06/01/2021,2016,Istanbul,396500,Other,DİVERSO AUTO DAN 2016 C 200 D HATASIZ FULL İMZALI SERİ Mercedes - Benz C Serisi C 200 d BlueTEC AMG,Istanbul
#4430682,Mercedes,C-Class,Other,177000,1301-1600 cc,Petrol,Semi-Automatic,06/01/2021,2012,Other,205000,Other,2012 MERCEDES-BENZ C 180 KOMP. BLUEEFFİCİENCY PRİME BEYAZ Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency Prime,Izmir
#1022278,Mercedes,C-Class,C 200,144000,1801-2000 cc,Petrol,Semi-Automatic,06/01/2021,2000,Other,124500,C 200 Komp. Elegance,2000 C200 KOMP.ELEGANCE 163HP OTOMATİK 144.500KM TEMİZ 124.500TL Mercedes - Benz C Serisi C 200 Komp. Elegance,Antalya
#4717326,Mercedes,C-Class,C 200,87000,1301-1600 cc,Diesel,Automatic,13/01/2021,2016,Istanbul,445000,C 200 BlueTEC AMG,ASLANOĞLU PLAZA DAN 2016 MERCEDES C 200 D AMG ISITMA LED XENON,Istanbul
#1525914,Mercedes,C-Class,C 180,200000,1301-1600 cc,Petrol,Automatic,13/01/2021,2010,Other,220000,C 180 Komp. BlueEfficiency AMG,ÇINAR OTOMOTİVDEN C 180 KOMP. BLUEFFİCİENCY AMG 200.00 KM DE Mercedes - Benz C Serisi C 180 Komp. BlueEfficiency AMG,Gaziantep
